From	Entry	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
NEO51782.1	A0A6L9ZMN2	A0A6L9ZMN2_9CYAN	unreviewed	Dynamin_N domain-containing protein	F6K54_00965	Okeania sp. SIO3B5	714	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0016020
NEQ77473.1	A0A846AQQ3	A0A846AQQ3_9CYAN	unreviewed	Nif11-like leader peptide family natural product	F6K23_33380	Okeania sp. SIO2C9	116		
NES01758.1	A0A846CGT6	A0A846CGT6_9CYAN	unreviewed	IS1634 family transposase	F6K22_02320	Okeania sp. SIO2F4	325	"DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]"	GO:0003677; GO:0004803; GO:0006313
PJB15084.1	A0A2M8AC94	A0A2M8AC94_9FLAO	unreviewed	Big_13 domain-containing protein	CO118_05230	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	375		
OFY82686.1	A0A1F3PY28	A0A1F3PY28_9BACT	unreviewed	Peptidase S74 domain-containing protein	A3F72_02400	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15	1176		
PIZ05559.1	A0A2M7RTN4	A0A2M7RTN4_9FLAO	unreviewed	Gliding motility-associated lipoprotein	COY57_06620	Flavobacteriales bacterium CG_4_10_14_0_8_um_filter_32_5	96		
PHR46079.1	A0A2G2F9X4	A0A2G2F9X4_9FLAO	unreviewed	AraC family transcriptional regulator	COA32_12615	Fluviicola sp	303	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
PCI96546.1	A0A2A4YNY9	A0A2A4YNY9_9FLAO	unreviewed	Chromosomal replication initiator protein DnaA	dnaA COB15_09850	Flavobacteriales bacterium	477	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	GO:0003688; GO:0005524; GO:0005737; GO:0006270; GO:0006275
NEP79363.1	A0A845Z202	A0A845Z202_9CYAN	unreviewed	Trypco1 domain-containing protein	F6K39_15015	Okeania sp. SIO3B3	135		
NNE00046.1	A0A7Y2AMC4	A0A7Y2AMC4_9BACT	unreviewed	Fumarate reductase/succinate dehydrogenase flavoprotein subunit	HKN47_22225	Pirellulaceae bacterium	607	oxidoreductase activity [GO:0016491]	GO:0016491
PIQ14808.1	A0A2H0G787	A0A2H0G787_9FLAO	unreviewed	Peptidase S74 domain-containing protein	COW67_11735	Flavobacteriales bacterium CG18_big_fil_WC_8_21_14_2_50_32_9	407		
SOH93435.1	A0A2C9CQI7	A0A2C9CQI7_9RHOB	unreviewed	Uncharacterized domain 1-containing protein	SAMN06273572_102111	Monaibacterium marinum	149		
OLF81651.1	A0A1Q8G1Z1	A0A1Q8G1Z1_9PROT	unreviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt AWH62_01690	Maricaulis sp. W15	308	methionyl-tRNA formyltransferase activity [GO:0004479]	GO:0004479
NES67375.1	A0A6P0XIL6	A0A6P0XIL6_9CYAN	unreviewed	B12-binding domain-containing radical SAM protein	F6K24_20105	Okeania sp. SIO2D1	455	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]	GO:0003824; GO:0051536
OFY94900.1	A0A1F3QY59	A0A1F3QY59_9BACT	unreviewed	SPOR domain-containing protein	A3K10_12350	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	108	membrane [GO:0016020]	GO:0016020
NEP39268.1	A0A6M0BZ58	A0A6M0BZ58_9CYAN	unreviewed	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	F6K35_08385	Okeania sp. SIO2H7	154	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA restriction-modification system [GO:0009307]	GO:0003886; GO:0009307
NEO52826.1	A0A6L9ZL42	A0A6L9ZL42_9CYAN	unreviewed	XisI protein	F6K54_06875	Okeania sp. SIO3B5	111		
NEP78957.1	A0A845YX68	A0A845YX68_9CYAN	unreviewed	PMT_2 domain-containing protein	F6K39_12730	Okeania sp. SIO3B3	387	plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]	GO:0005886; GO:0016757
NET40533.1	A0A846FZR6	A0A846FZR6_9CYAN	unreviewed	PMT_2 domain-containing protein	F6K15_00690	Okeania sp. SIO2B3	492	plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]	GO:0005886; GO:0016757
PCJ28336.1	A0A2A5BBE1	A0A2A5BBE1_9FLAO	unreviewed	PNPLA domain-containing protein	COA97_01525	Flavobacteriales bacterium	739	membrane [GO:0016020]; lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020
MBR08578.1	A0A2E8MZG3	A0A2E8MZG3_9RICK	unreviewed	GH3 auxin-responsive promoter	CMP48_12985	Rickettsiales bacterium	508		
RKQ96518.1	A0A495D5T3	A0A495D5T3_9PROT	unreviewed	Molybdate transport system substrate-binding protein	C7435_1848	Maricaulis maris	257	metal ion binding [GO:0046872]; molybdate ion transport [GO:0015689]	GO:0015689; GO:0046872
PCJ28346.1	A0A2A5BBF0	A0A2A5BBF0_9FLAO	unreviewed	Diacylglycerol kinase	COA97_01575	Flavobacteriales bacterium	303	kinase activity [GO:0016301]; phosphorylation [GO:0016310]	GO:0016301; GO:0016310
KJS06602.1	A0A0F2P240	A0A0F2P240_9FLAO	unreviewed	Gliding motility protein GldL	VR77_04200	Flavobacteriales bacterium BRH_c54	264	membrane [GO:0016020]	GO:0016020
PCJ24062.1	A0A2A5AXT6	A0A2A5AXT6_9FLAO	unreviewed	PorV/PorQ family protein	COA97_10455	Flavobacteriales bacterium	273		
PKP40620.1	A0A2N2ZDJ2	A0A2N2ZDJ2_9BACT	unreviewed	Amidophosphoribosyltransferase	CVT95_13390	Bacteroidetes bacterium HGW-Bacteroidetes-12	64	glycosyltransferase activity [GO:0016757]	GO:0016757
PCJ27027.1	A0A2A5B641	A0A2A5B641_9FLAO	unreviewed	GNAT family N-acetyltransferase	COA97_04875	Flavobacteriales bacterium	165	acetyltransferase activity [GO:0016407]	GO:0016407
PCI94439.1	A0A2A4YIX7	A0A2A4YIX7_9FLAO	unreviewed	Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase)	mltG COB15_14255	Flavobacteriales bacterium	346	plasma membrane [GO:0005886]; lyase activity [GO:0016829]; lytic endotransglycosylase activity [GO:0008932]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]	GO:0005886; GO:0008932; GO:0009252; GO:0016829; GO:0071555
PKP43746.1	A0A2N2ZMA1	A0A2N2ZMA1_9BACT	unreviewed	Two-component system response regulator	CVT95_11845	Bacteroidetes bacterium HGW-Bacteroidetes-12	465	phosphorelay signal transduction system [GO:0000160]	GO:0000160
TXB65772.1	A0A5C6RWL4	A0A5C6RWL4_9FLAO	unreviewed	SpoIIE family protein phosphatase	FRY74_04185	Vicingus serpentipes	1070	membrane [GO:0016020]	GO:0016020
PCJ23203.1	A0A2A5AV74	A0A2A5AV74_9FLAO	unreviewed	L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	pruA COA97_12050	Flavobacteriales bacterium	541	1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; proline catabolic process to glutamate [GO:0010133]	GO:0003842; GO:0010133
OLF80636.1	A0A1Q8FZ33	A0A1Q8FZ33_9PROT	unreviewed	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	AWH62_14905	Maricaulis sp. W15	185	membrane [GO:0016020]; CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]; phospholipid biosynthetic process [GO:0008654]	GO:0008444; GO:0008654; GO:0016020
MAR66794.1	A0A2E0FGI0	A0A2E0FGI0_9FLAO	unreviewed	L-2-amino-thiazoline-4-carboxylic acid hydrolase	CL833_06030	Crocinitomicaceae bacterium	213		
PJB14352.1	A0A2M8A9R9	A0A2M8A9R9_9FLAO	unreviewed	D-arabinose 5-phosphate isomerase	CO118_09050	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	321	carbohydrate derivative binding [GO:0097367]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]	GO:0005975; GO:0016853; GO:0046872; GO:0097367; GO:1901135
PJB13753.1	A0A2M8A827	A0A2M8A827_9FLAO	unreviewed	T9SS C-terminal target domain-containing protein	CO118_12220	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	566		
OLF71429.1	A0A1Q8FIG2	A0A1Q8FIG2_9PROT	unreviewed	30S ribosomal protein S1	AWH62_12855	Maricaulis sp. W15	567	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0005840; GO:0006412; GO:1990904
CAG7579834.1	A0A8D9FQT4	A0A8D9FQT4_9VIRU	unreviewed	DUF2262 domain-containing protein	SLAVMIC_00117	uncultured marine phage	172		
MAE83620.1	A0A2D6AQB5	A0A2D6AQB5_9BACT	unreviewed	cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)	CMB80_12840	Flammeovirgaceae bacterium	298	cyclic pyranopterin monophosphate synthase activity [GO:0061799]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	GO:0006777; GO:0061799
HCA82534.1	A0A3D0QNB9	A0A3D0QNB9_9FLAO	unreviewed	YD repeat-containing protein	DEP18_02025	Flavobacteriales bacterium	2633		
EDP94184.1	A9EDW2	A9EDW2_9FLAO	unreviewed	Putative bacteriophage resolvase/recombinase	KAOT1_02276	Kordia algicida OT-1	487	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]	GO:0000150; GO:0003677
KJS05135.1	A0A0F2NVE3	A0A0F2NVE3_9FLAO	unreviewed	Carboxypeptidase-like regulatory domain-containing protein	VR77_09445	Flavobacteriales bacterium BRH_c54	844		
PCI98359.1	A0A2A4YV27	A0A2A4YV27_9FLAO	unreviewed	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA)	priA COB15_05985	Flavobacteriales bacterium	829	"primosome complex [GO:1990077]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; DNA replication, synthesis of RNA primer [GO:0006269]; DNA unwinding involved in DNA replication [GO:0006268]"	GO:0003677; GO:0003678; GO:0005524; GO:0006268; GO:0006269; GO:0008270; GO:0016787; GO:1990077
OLF72423.1	A0A1Q8FKE2	A0A1Q8FKE2_9PROT	unreviewed	MFS transporter	AWH62_10875	Maricaulis sp. W15	423	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
ABI65192.1	Q0AR95	Q0AR95_MARMM	unreviewed	histidine kinase (EC 2.7.13.3)	Mmar10_0899	Maricaulis maris (strain MCS10)	562	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
PCJ24796.1	A0A2A5B135	A0A2A5B135_9FLAO	unreviewed	RNA polymerase subunit sigma-24	COA97_09055	Flavobacteriales bacterium	161	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	GO:0003677; GO:0006352; GO:0016987
PCJ25831.1	A0A2A5B3B5	A0A2A5B3B5_9FLAO	unreviewed	"7,8-dihydroneopterin aldolase (EC 4.1.2.25)"	folB COA97_07060	Flavobacteriales bacterium	118	dihydroneopterin aldolase activity [GO:0004150]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	GO:0004150; GO:0046654; GO:0046656
PCJ26547.1	A0A2A5B4Q8	A0A2A5B4Q8_9FLAO	unreviewed	VWA domain-containing protein	COA97_05575	Flavobacteriales bacterium	666	membrane [GO:0016020]	GO:0016020
ABI64808.1	Q0ASC9	Q0ASC9_MARMM	unreviewed	TPR_REGION domain-containing protein	Mmar10_0515	Maricaulis maris (strain MCS10)	247		
PCJ26540.1	A0A2A5B5A2	A0A2A5B5A2_9FLAO	unreviewed	DNA-binding response regulator	COA97_05540	Flavobacteriales bacterium	250	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]	GO:0000160; GO:0003677
PCJ26826.1	A0A2A5B721	A0A2A5B721_9FLAO	unreviewed	Hydrogenase	COA97_05390	Flavobacteriales bacterium	472	plasma membrane [GO:0005886]	GO:0005886
PCI95066.1	A0A2A4YJS4	A0A2A4YJS4_9FLAO	unreviewed	DNA mismatch repair protein MutS	mutS COB15_12555	Flavobacteriales bacterium	857	ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	GO:0003684; GO:0005524; GO:0006298; GO:0030983; GO:0140664
OYT13780.1	A0A256WEI6	A0A256WEI6_9BACT	unreviewed	PMT_2 domain-containing protein	B6I19_03200	Bacteroidetes bacterium 4572_114	523	plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]	GO:0005886; GO:0016757
PCJ01491.1	A0A2A4Z3K8	A0A2A4Z3K8_9FLAO	unreviewed	PpiC domain-containing protein	COB15_00805	Flavobacteriales bacterium	692	membrane [GO:0016020]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755; GO:0016020
PCI93197.1	A0A2A4YFW2	A0A2A4YFW2_9FLAO	unreviewed	MFS transporter	COB15_16810	Flavobacteriales bacterium	370	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
PCJ28068.1	A0A2A5BAB6	A0A2A5BAB6_9FLAO	unreviewed	OMP_b-brl domain-containing protein	COA97_01985	Flavobacteriales bacterium	158		
PJB15155.1	A0A2M8AC88	A0A2M8AC88_9FLAO	unreviewed	MORN repeat variant	CO118_04900	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	371		
RKR02879.1	A0A495DJU2	A0A495DJU2_9PROT	unreviewed	K(+)-insensitive pyrophosphate-energized proton pump (EC 7.1.3.1) (Membrane-bound proton-translocating pyrophosphatase) (Pyrophosphate-energized inorganic pyrophosphatase) (H(+)-PPase)	hppA C7435_0823	Maricaulis maris	695	plasma membrane [GO:0005886]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; pyrophosphate hydrolysis-driven proton transmembrane transporter activity [GO:0009678]	GO:0000287; GO:0004427; GO:0005886; GO:0009678
PCJ26340.1	A0A2A5B4P3	A0A2A5B4P3_9FLAO	unreviewed	Hemolysin	COA97_06045	Flavobacteriales bacterium	446	membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]	GO:0016020; GO:0050660
PCI99881.1	A0A2A4YYV0	A0A2A4YYV0_9FLAO	unreviewed	Por_Secre_tail domain-containing protein	COB15_03590	Flavobacteriales bacterium	744		
PJA08575.1	A0A2M7VX44	A0A2M7VX44_9FLAO	unreviewed	Toxin-antitoxin system YwqK family antitoxin	COX70_03290	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	301		
ETW92124.1	W4L2I1	W4L2I1_9BACT	unreviewed	DUF4240 domain-containing protein	ETSY1_45025	Candidatus Entotheonella factor	170		
SNT13323.1	A0A239K6S4	A0A239K6S4_9BACT	unreviewed	O-succinylbenzoate synthase	SAMN05421640_2433	Ekhidna lutea	353	magnesium ion binding [GO:0000287]	GO:0000287
PKP46087.1	A0A2N2ZTX7	A0A2N2ZTX7_9BACT	unreviewed	PAS domain-containing protein	CVT95_07610	Bacteroidetes bacterium HGW-Bacteroidetes-12	432	membrane [GO:0016020]	GO:0016020
PCI97772.1	A0A2A4YSH9	A0A2A4YSH9_9FLAO	unreviewed	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	cobA COB15_07115	Flavobacteriales bacterium	259	uroporphyrin-III C-methyltransferase activity [GO:0004851]; methylation [GO:0032259]; siroheme biosynthetic process [GO:0019354]	GO:0004851; GO:0019354; GO:0032259
MAX35748.1	A0A2E2BWR5	A0A2E2BWR5_9PLAN	unreviewed	Kinase	CME33_04170	Gimesia sp	148	kinase activity [GO:0016301]; phosphorylation [GO:0016310]	GO:0016301; GO:0016310
NVK63421.1	A0A7Y7DT54	A0A7Y7DT54_9FLAO	unreviewed	CTP synthase	HWE22_02490	Flavobacteriales bacterium	80	CTP synthase activity [GO:0003883]; pyrimidine nucleotide biosynthetic process [GO:0006221]	GO:0003883; GO:0006221
PCJ25541.1	A0A2A5B2I1	A0A2A5B2I1_9FLAO	unreviewed	Fibronectin type-III domain-containing protein	COA97_07680	Flavobacteriales bacterium	510		
PJA07723.1	A0A2M7VV93	A0A2M7VV93_9FLAO	unreviewed	UvrABC system protein B	COX70_05850	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	523	excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; nucleotide-excision repair [GO:0006289]	GO:0003677; GO:0005524; GO:0006289; GO:0009380; GO:0016887
MAL10118.1	A0A2D8BVA0	A0A2D8BVA0_9PROT	unreviewed	PilJ domain-containing protein	CMF74_10700	Maricaulis sp	255	membrane [GO:0016020]	GO:0016020
TVQ93792.1	A0A6C1QLG2	A0A6C1QLG2_9BACT	unreviewed	SDR family oxidoreductase	EA393_01795	Bacteroidetes bacterium	238		
KAF1853292.1	A0A6A5L3X6	A0A6A5L3X6_LUPAL	unreviewed	Cell wall-associated hydrolase	Lal_00009654	Lupinus albus (White lupine) (Lupinus termis)	240		
PCI96536.1	A0A2A4YNX9	A0A2A4YNX9_9FLAO	unreviewed	LptD_2 domain-containing protein	COB15_09800	Flavobacteriales bacterium	869		
OLF75323.1	A0A1Q8FRC7	A0A1Q8FRC7_9PROT	unreviewed	VCBS repeat-containing protein	AWH62_05745	Maricaulis sp. W15	344		
PJB14080.1	A0A2M8A924	A0A2M8A924_9FLAO	unreviewed	Carboxypeptidase-like regulatory domain-containing protein	CO118_10480	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	812		
OLF78066.1	A0A1Q8FVS2	A0A1Q8FVS2_9PROT	unreviewed	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	trpC AWH62_04440	Maricaulis sp. W15	265	indole-3-glycerol-phosphate synthase activity [GO:0004425]; tryptophan biosynthetic process [GO:0000162]	GO:0000162; GO:0004425
PJC62845.1	A0A2M8FTV7	A0A2M8FTV7_9FLAO	unreviewed	Pept_C1 domain-containing protein	CO022_02345	Flavobacteriales bacterium CG_4_9_14_0_2_um_filter_32_27	251		
RKR04171.1	A0A495DPE2	A0A495DPE2_9PROT	unreviewed	RDD family protein	C7435_0615	Maricaulis maris	29	membrane [GO:0016020]	GO:0016020
PCI94771.1	A0A2A4YJ99	A0A2A4YJ99_9FLAO	unreviewed	"Noncanonical pyrimidine nucleotidase, YjjG family"	COB15_13440	Flavobacteriales bacterium	231	5'-nucleotidase activity [GO:0008253]	GO:0008253
OFY94419.1	A0A1F3QX07	A0A1F3QX07_9BACT	unreviewed	Excinuclease ABC subunit B	A3K10_09465	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	472	excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; nucleotide-excision repair [GO:0006289]	GO:0003677; GO:0005524; GO:0006289; GO:0009380; GO:0016887
PCJ25014.1	A0A2A5B0D1	A0A2A5B0D1_9FLAO	unreviewed	PspC domain-containing protein	COA97_08535	Flavobacteriales bacterium	546	plasma membrane [GO:0005886]	GO:0005886
RMF25890.1	A0A3M1L7L3	A0A3M1L7L3_9BACT	unreviewed	S9 family peptidase	D6765_09795	Bacteroidetes bacterium	149	serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]	GO:0006508; GO:0008236
SNS69350.1	A0A239GJN7	A0A239GJN7_9BACT	unreviewed	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	SAMN05421640_0879	Ekhidna lutea	497	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	GO:0003989; GO:0004075; GO:0005524; GO:0006633; GO:0046872; GO:2001295
NKX37878.1	A0A7X6GKF5	A0A7X6GKF5_9RHOB	unreviewed	ABC transporter permease	HGG70_08145	Rhodobacteraceae bacterium R_SAG4	304	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
PCJ28595.1	A0A2A5BAW1	A0A2A5BAW1_9FLAO	unreviewed	TPR_REGION domain-containing protein	COA97_01235	Flavobacteriales bacterium	583		
BAB86987.1	Q8RSC2	Q8RSC2_9PROT	unreviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB	Maricaulis maris	382	"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; DNA topological change [GO:0006265]"	GO:0003677; GO:0003918; GO:0005524; GO:0006265; GO:0009330
PCI96815.1	A0A2A4YR73	A0A2A4YR73_9FLAO	unreviewed	Long-chain fatty acid--CoA ligase	COB15_09030	Flavobacteriales bacterium	583	ligase activity [GO:0016874]	GO:0016874
OLF81657.1	A0A1Q8G1Y8	A0A1Q8G1Y8_9PROT	unreviewed	EamA family transporter	AWH62_02280	Maricaulis sp. W15	298	membrane [GO:0016020]	GO:0016020
HAQ57998.1	A0A348NN87	A0A348NN87_9BACT	unreviewed	Cryptochrome/photolyase family protein	DCR32_03125	Opitutae bacterium	511	lyase activity [GO:0016829]	GO:0016829
HCX22981.1	A0A3D5S1L3	A0A3D5S1L3_9BACT	unreviewed	MBL fold metallo-hydrolase	DHN29_13770	Cytophagales bacterium	340	hydrolase activity [GO:0016787]	GO:0016787
OFY96162.1	A0A1F3R1T0	A0A1F3R1T0_9BACT	unreviewed	OMP_b-brl_2 domain-containing protein	A3K10_00275	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	210		
QDT12145.1	A0A517NYE5	A0A517NYE5_9BACT	unreviewed	Capsule biosynthesis CapC	K239x_41530	Planctomycetes bacterium K23_9	1131	membrane [GO:0016020]; capsule polysaccharide biosynthetic process [GO:0045227]	GO:0016020; GO:0045227
RLB64675.1	A0A661PF39	A0A661PF39_9DELT	unreviewed	DUF4215 domain-containing protein	DRI90_04015	Deltaproteobacteria bacterium	760		
OFY97001.1	A0A1F3R471	A0A1F3R471_9BACT	unreviewed	Peptidase_M14 domain-containing protein	A3K10_00615	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	577	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	GO:0004181; GO:0006508; GO:0008270
PJA08109.1	A0A2M7VVT1	A0A2M7VVT1_9FLAO	unreviewed	"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)"	ribH COX70_04600	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	162	"riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]"	GO:0000906; GO:0009231; GO:0009349
PCI98380.1	A0A2A4YUS6	A0A2A4YUS6_9FLAO	unreviewed	Aminodeoxyfutalosine synthase (AFL synthase) (Aminofutalosine synthase) (EC 2.5.1.120) (Menaquinone biosynthetic enzyme MqnE)	mqnE COB15_06100	Flavobacteriales bacterium	380	"4 iron, 4 sulfur cluster binding [GO:0051539]; aminodeoxyfutalosine synthase activity [GO:0102573]; iron ion binding [GO:0005506]; menaquinone biosynthetic process [GO:0009234]"	GO:0005506; GO:0009234; GO:0051539; GO:0102573
OUU22367.1	A0A1Z8SIQ3	A0A1Z8SIQ3_9FLAO	unreviewed	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	rnz CBC08_00745	Flavobacteriaceae bacterium TMED48	301	3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]	GO:0008270; GO:0042781
OFY90286.1	A0A1F3QJZ8	A0A1F3QJZ8_9BACT	unreviewed	Hydroxyacid dehydrogenase	A3K10_09715	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	325	"NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"	GO:0016616; GO:0051287
PJB14810.1	A0A2M8AB46	A0A2M8AB46_9FLAO	unreviewed	Histidine ammonia-lyase (EC 4.3.1.3)	hutH CO118_06660	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	503	cytoplasm [GO:0005737]; histidine ammonia-lyase activity [GO:0004397]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	GO:0004397; GO:0005737; GO:0019556; GO:0019557
PJB13946.1	A0A2M8A8V9	A0A2M8A8V9_9FLAO	unreviewed	PKD domain-containing protein	CO118_11200	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	709	metallopeptidase activity [GO:0008237]	GO:0008237
PHR62751.1	A0A2G2GMG1	A0A2G2GMG1_9PROT	unreviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk COA47_02390	Robiginitomaculum sp	140	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; nucleoside diphosphate phosphorylation [GO:0006165]; UTP biosynthetic process [GO:0006228]	GO:0004550; GO:0005524; GO:0005737; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0046872
