From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
WP_011644125.1	Q0AMK7	unreviewed	Q0AMK7_MARMM	Electron transfer flavoprotein-ubiquinone oxidoreductase (ETF-QO) (EC 1.5.5.1)	Mmar10_2188	Maricaulis maris (strain MCS10)	557	4 iron, 4 sulfur cluster binding [GO:0051539]; electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; metal ion binding [GO:0046872]	GO:0004174; GO:0046872; GO:0051539
WP_075190080.1	A0A1Q8FRD9	unreviewed	A0A1Q8FRD9_9PROT	EamA domain-containing protein	AWH62_05800	Maricaulis sp. W15	282	membrane [GO:0016020]	GO:0016020
WP_075190080.1	A0A495D3Z1	unreviewed	A0A495D3Z1_9PROT	EamA-like transporter family protein	C7435_1953	Maricaulis maris	282	membrane [GO:0016020]	GO:0016020
WP_011644780.1	Q0AKQ7	unreviewed	Q0AKQ7_MARMM	Inner membrane-spanning protein YciB	yciB Mmar10_2855	Maricaulis maris (strain MCS10)	215	plasma membrane [GO:0005886]	GO:0005886
WP_011642895.1	Q0AR39	unreviewed	Q0AR39_MARMM	Probable membrane transporter protein	Mmar10_0955	Maricaulis maris (strain MCS10)	272	plasma membrane [GO:0005886]	GO:0005886
WP_075189838.1	A0A1Q8FVH8	unreviewed	A0A1Q8FVH8_9PROT	Carbon-nitrogen hydrolase	AWH62_04745	Maricaulis sp. W15	514	acetyltransferase activity [GO:0016407]; hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]	GO:0006807; GO:0016407; GO:0016787
WP_075189838.1	A0A495DKK3	unreviewed	A0A495DKK3_9PROT	Putative amidohydrolase	C7435_0757	Maricaulis maris	514	acetyltransferase activity [GO:0016407]; hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]	GO:0006807; GO:0016407; GO:0016787
WP_075189848.1	A0A1Q8FVI8	unreviewed	A0A1Q8FVI8_9PROT	L-serine dehydratase (EC 4.3.1.17)	AWH62_04805	Maricaulis sp. W15	461	4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]; gluconeogenesis [GO:0006094]	GO:0003941; GO:0006094; GO:0046872; GO:0051539
WP_075190485.1	A0A1Q8FNU2	unreviewed	A0A1Q8FNU2_9PROT	TPR_REGION domain-containing protein	AWH62_07895	Maricaulis sp. W15	1143		
WP_011642359.1	Q0ASM5	unreviewed	Q0ASM5_MARMM	Type II and III secretion system protein	Mmar10_0419	Maricaulis maris (strain MCS10)	491	protein secretion [GO:0009306]	GO:0009306
WP_011643411.1	Q0APM3	unreviewed	Q0APM3_MARMM	Transcriptional regulator, AsnC family	Mmar10_1472	Maricaulis maris (strain MCS10)	88		
WP_075190542.1	A0A1Q8FNZ4	unreviewed	A0A1Q8FNZ4_9PROT	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA AWH62_08210	Maricaulis sp. W15	957	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887
WP_075190482.1	A0A1Q8FNW2	unreviewed	A0A1Q8FNW2_9PROT	Flagellar motor switch protein FliM	AWH62_07880	Maricaulis sp. W15	376	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]	GO:0003774; GO:0005886; GO:0006935; GO:0009425; GO:0071973
WP_075190482.1	A0A495DCU6	unreviewed	A0A495DCU6_9PROT	Flagellar motor switch protein FliM	C7435_1350	Maricaulis maris	376	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]	GO:0003774; GO:0005886; GO:0006935; GO:0009425; GO:0071973
WP_075189440.1	A0A1Q8FW95	unreviewed	A0A1Q8FW95_9PROT	Glyco_transf_28 domain-containing protein	AWH62_15985	Maricaulis sp. W15	423	hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]; carbohydrate metabolic process [GO:0005975]; lipid glycosylation [GO:0030259]; vancomycin biosynthetic process [GO:0033072]	GO:0005975; GO:0008194; GO:0016758; GO:0030259; GO:0033072
WP_075190971.1	A0A1Q8FJW8	unreviewed	A0A1Q8FJW8_9PROT	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	nadE AWH62_10345	Maricaulis sp. W15	552	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]; NAD biosynthetic process [GO:0009435]	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435
WP_075190747.1	A0A1Q8FLW6	unreviewed	A0A1Q8FLW6_9PROT	DUF3971 domain-containing protein	AWH62_09165	Maricaulis sp. W15	1153	membrane [GO:0016020]	GO:0016020
WP_075191456.1	A0A1Q8FIG3	unreviewed	A0A1Q8FIG3_9PROT	PDDEXK_1 domain-containing protein	AWH62_12925	Maricaulis sp. W15	1016		
WP_075191132.1	A0A1Q8FKC1	unreviewed	A0A1Q8FKC1_9PROT	DNA-3-methyladenine glycosylase	AWH62_11265	Maricaulis sp. W15	192	DNA-3-methyladenine glycosylase activity [GO:0008725]; base-excision repair [GO:0006284]	GO:0006284; GO:0008725
WP_011642590.1	Q0ARZ4	unreviewed	Q0ARZ4_MARMM	Chaperone protein ClpB	clpB Mmar10_0650	Maricaulis maris (strain MCS10)	868	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein refolding [GO:0042026]; response to heat [GO:0009408]	GO:0005524; GO:0005737; GO:0009408; GO:0016887; GO:0042026
WP_011643072.1	Q0AQL2	unreviewed	Q0AQL2_MARMM	RNA binding S1 domain protein	Mmar10_1132	Maricaulis maris (strain MCS10)	357	metal ion binding [GO:0046872]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	GO:0003723; GO:0004540; GO:0006396; GO:0046872
WP_075189185.1	A0A1Q8FZD7	unreviewed	A0A1Q8FZD7_9PROT	Cation transporter	AWH62_14710	Maricaulis sp. W15	1055	plasma membrane [GO:0005886]; cation transmembrane transporter activity [GO:0008324]; response to toxic substance [GO:0009636]	GO:0005886; GO:0008324; GO:0009636
WP_011643618.1	Q0AP16	unreviewed	Q0AP16_MARMM	TonB-dependent receptor	Mmar10_1679	Maricaulis maris (strain MCS10)	742	cell outer membrane [GO:0009279]	GO:0009279
WP_011644568.1	Q0ALB9	unreviewed	Q0ALB9_MARMM	DUF1863 domain-containing protein	Mmar10_2638	Maricaulis maris (strain MCS10)	681	membrane [GO:0016020]	GO:0016020
WP_075191296.1	A0A1Q8FJ90	unreviewed	A0A1Q8FJ90_9PROT	MerR family transcriptional regulator	AWH62_12025	Maricaulis sp. W15	148	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355
WP_011642324.1	Q0ASR0	unreviewed	Q0ASR0_MARMM	Type II secretion system core protein G	Mmar10_0384	Maricaulis maris (strain MCS10)	151	plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]	GO:0005886; GO:0015627; GO:0015628
WP_011641988.1	Q0ATP6	unreviewed	Q0ATP6_MARMM	Glutathione S-transferase-like protein	Mmar10_0045	Maricaulis maris (strain MCS10)	283	transferase activity [GO:0016740]	GO:0016740
WP_075189271.1	A0A1Q8FYV2	unreviewed	A0A1Q8FYV2_9PROT	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	AWH62_15115	Maricaulis sp. W15	433	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	GO:0004018; GO:0006189; GO:0044208; GO:0070626
WP_011643864.1	Q0ANB8	unreviewed	Q0ANB8_MARMM	DUF3137 domain-containing protein	Mmar10_1927	Maricaulis maris (strain MCS10)	323	membrane [GO:0016020]	GO:0016020
WP_075189048.1	A0A1Q8FZM7	unreviewed	A0A1Q8FZM7_9PROT	Methyltransferase (EC 2.1.1.-)	AWH62_14025	Maricaulis sp. W15	359	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]	GO:0003677; GO:0008170; GO:0009007
WP_075189048.1	A0A495DDK6	unreviewed	A0A495DDK6_9PROT	Methyltransferase (EC 2.1.1.-)	C7435_1627	Maricaulis maris	359	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]	GO:0003677; GO:0008170; GO:0009007
WP_011644562.1	Q0ALC5	unreviewed	Q0ALC5_MARMM	ABC transporter related protein	Mmar10_2632	Maricaulis maris (strain MCS10)	602	ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524
WP_011644826.1	Q0AKL1	unreviewed	Q0AKL1_MARMM	DUF3857 domain-containing protein	Mmar10_2901	Maricaulis maris (strain MCS10)	658		
WP_067294072.1	A0A196P245	unreviewed	A0A196P245_9RHOB	2-dehydro-3-deoxyphosphooctonate aldolase	A8B82_02600	Sulfitobacter sp. EhC04	140		
WP_075188538.1	A0A1Q8G0N3	unreviewed	A0A1Q8G0N3_9PROT	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK AWH62_00680	Maricaulis sp. W15	359	5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; 'de novo' IMP biosynthetic process [GO:0006189]	GO:0004638; GO:0005524; GO:0006189; GO:0034028; GO:0046872
WP_075188636.1	A0A1Q8G0Y6	unreviewed	A0A1Q8G0Y6_9PROT	diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	AWH62_01240	Maricaulis sp. W15	207	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	GO:0008270; GO:0008835; GO:0009231
WP_011642686.1	Q0ARP8	unreviewed	Q0ARP8_MARMM	Uncharacterized protein	Mmar10_0746	Maricaulis maris (strain MCS10)	260		
WP_075191538.1	A0A1Q8FHQ4	unreviewed	A0A1Q8FHQ4_9PROT	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	AWH62_13345	Maricaulis sp. W15	633	ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]	GO:0004748; GO:0005524; GO:0006260; GO:0009263
WP_075191538.1	A0A495D356	unreviewed	A0A495D356_9PROT	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	C7435_2449	Maricaulis maris	633	ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]	GO:0004748; GO:0005524; GO:0006260; GO:0009263
WP_075190979.1	A0A1Q8FJW3	unreviewed	A0A1Q8FJW3_9PROT	NAD-dependent succinate-semialdehyde dehydrogenase	gabD AWH62_10390	Maricaulis sp. W15	489	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620
WP_075190979.1	A0A495D1A9	unreviewed	A0A495D1A9_9PROT	Succinate-semialdehyde dehydrogenase/glutarate-semialdehyde dehydrogenase	C7435_2984	Maricaulis maris	489	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620
WP_075188917.1	A0A1Q8G1V1	unreviewed	A0A1Q8G1V1_9PROT	histidine kinase (EC 2.7.13.3)	AWH62_02810	Maricaulis sp. W15	933	cytoplasm [GO:0005737]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]	GO:0000155; GO:0005737; GO:0006935
WP_011642609.1	Q0ARX5	unreviewed	Q0ARX5_MARMM	Cell cycle transcriptional regulator CtrA / two component transcriptional regulator, winged helix family	Mmar10_0669	Maricaulis maris (strain MCS10)	231	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355
WP_011642226.1	Q0AT08	unreviewed	Q0AT08_MARMM	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)	ilvE Mmar10_0286	Maricaulis maris (strain MCS10)	318	L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-leucine:2-oxoglutarate aminotransferase activity [GO:0050048]; L-valine transaminase activity [GO:0052655]; isoleucine biosynthetic process [GO:0009097]; leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	GO:0009097; GO:0009098; GO:0009099; GO:0050048; GO:0052654; GO:0052655; GO:0052656
WP_011643479.1	Q0APF5	unreviewed	Q0APF5_MARMM	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	Mmar10_1540	Maricaulis maris (strain MCS10)	407	5-aminolevulinate synthase activity [GO:0003870]; pyridoxal phosphate binding [GO:0030170]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0003870; GO:0006782; GO:0030170
WP_011644538.1	Q0ALE9	unreviewed	Q0ALE9_MARMM	FtsX-like permease family protein	Mmar10_2608	Maricaulis maris (strain MCS10)	411	plasma membrane [GO:0005886]	GO:0005886
WP_011642641.1	Q0ARU3	unreviewed	Q0ARU3_MARMM	Small membrane protein	Mmar10_0701	Maricaulis maris (strain MCS10)	126	membrane [GO:0016020]	GO:0016020
WP_075190608.1	A0A1Q8FLF1	unreviewed	A0A1Q8FLF1_9PROT	Cystathionine gamma-synthase	AWH62_08385	Maricaulis sp. W15	381	catalytic activity [GO:0003824]; pyridoxal phosphate binding [GO:0030170]; transsulfuration [GO:0019346]	GO:0003824; GO:0019346; GO:0030170
WP_011643898.1	Q0AN84	unreviewed	Q0AN84_MARMM	Flagellin	Mmar10_1961	Maricaulis maris (strain MCS10)	274	bacterial-type flagellum [GO:0009288]; extracellular region [GO:0005576]; structural molecule activity [GO:0005198]	GO:0005198; GO:0005576; GO:0009288
WP_075188988.1	A0A1Q8FZF7	unreviewed	A0A1Q8FZF7_9PROT	DNA primase (EC 2.7.7.101)	dnaG AWH62_13675	Maricaulis sp. W15	613	DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003896; GO:0008270; GO:1990077
WP_075188988.1	A0A495DDH7	unreviewed	A0A495DDH7_9PROT	DNA primase (EC 2.7.7.101)	dnaG C7435_1556	Maricaulis maris	613	DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003896; GO:0008270; GO:1990077
WP_011643689.1	Q0ANU4	unreviewed	Q0ANU4_MARMM	Fatty acid desaturase	Mmar10_1751	Maricaulis maris (strain MCS10)	311	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020; GO:0016491
WP_075189595.1	A0A1Q8FUS1	unreviewed	A0A1Q8FUS1_9PROT	ATPase P	AWH62_03400	Maricaulis sp. W15	731	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled cation transmembrane transporter activity [GO:0019829]; metal ion binding [GO:0046872]	GO:0005524; GO:0005886; GO:0016887; GO:0019829; GO:0046872
WP_011642407.1	Q0ASH7	unreviewed	Q0ASH7_MARMM	Major facilitator superfamily MFS_1	Mmar10_0467	Maricaulis maris (strain MCS10)	439	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
WP_075190898.1	A0A1Q8FM74	unreviewed	A0A1Q8FM74_9PROT	Haloacid dehalogenase	AWH62_09740	Maricaulis sp. W15	236		
WP_075190622.1	A0A1Q8FLF3	unreviewed	A0A1Q8FLF3_9PROT	Zn_dep_PLPC domain-containing protein	AWH62_08460	Maricaulis sp. W15	272		
WP_011644196.1	Q0AME2	unreviewed	Q0AME2_MARMM	Aspartokinase (EC 2.7.2.4)	Mmar10_2259	Maricaulis maris (strain MCS10)	405	aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; lysine biosynthetic process via diaminopimelate [GO:0009089]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]	GO:0004072; GO:0005524; GO:0009088; GO:0009089; GO:0016310
WP_011642700.1	Q0ARN4	unreviewed	Q0ARN4_MARMM	Methyltransferase	Mmar10_0760	Maricaulis maris (strain MCS10)	366	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259
WP_075189852.1	A0A1Q8FVM9	unreviewed	A0A1Q8FVM9_9PROT	Succinyl-CoA--3-ketoacid-CoA transferase	AWH62_04830	Maricaulis sp. W15	234	CoA-transferase activity [GO:0008410]	GO:0008410
WP_075189852.1	A0A495DJN6	unreviewed	A0A495DJN6_9PROT	3-oxoacid CoA-transferase subunit A	C7435_0774	Maricaulis maris	234	CoA-transferase activity [GO:0008410]	GO:0008410
WP_075189853.1	A0A1Q8FVJ8	unreviewed	A0A1Q8FVJ8_9PROT	Ribonuclease BN	AWH62_04835	Maricaulis sp. W15	308	membrane [GO:0016020]	GO:0016020
WP_011644559.1	Q0ALC8	unreviewed	Q0ALC8_MARMM	DUF262 domain-containing protein	Mmar10_2629	Maricaulis maris (strain MCS10)	376		
WP_075190449.1	A0A1Q8FNV9	unreviewed	A0A1Q8FNV9_9PROT	VWA domain-containing protein	AWH62_07685	Maricaulis sp. W15	391		
WP_011642251.1	Q0ASY3	unreviewed	Q0ASY3_MARMM	AMP-dependent synthetase and ligase	Mmar10_0311	Maricaulis maris (strain MCS10)	501	ligase activity [GO:0016874]	GO:0016874
WP_075189100.1	A0A1Q8FZR2	unreviewed	A0A1Q8FZR2_9PROT	Bleomycin resistance protein	AWH62_14300	Maricaulis sp. W15	122		
WP_075189100.1	A0A495DDR3	unreviewed	A0A495DDR3_9PROT	Glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein	C7435_1687	Maricaulis maris	122	dioxygenase activity [GO:0051213]	GO:0051213
WP_075190331.1	A0A1Q8FNC8	unreviewed	A0A1Q8FNC8_9PROT	Multidrug transporter AcrB	AWH62_06995	Maricaulis sp. W15	1043	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to toxic substance [GO:0009636]	GO:0005886; GO:0009636; GO:0022857
WP_011643613.1	Q0AP21	unreviewed	Q0AP21_MARMM	Enoyl-CoA hydratase/isomerase	Mmar10_1674	Maricaulis maris (strain MCS10)	269	isomerase activity [GO:0016853]; fatty acid beta-oxidation [GO:0006635]	GO:0006635; GO:0016853
WP_011642227.1	Q0AT07	unreviewed	Q0AT07_MARMM	2-isopropylmalate synthase (EC 2.3.3.13)	Mmar10_0287	Maricaulis maris (strain MCS10)	529	2-isopropylmalate synthase activity [GO:0003852]; leucine biosynthetic process [GO:0009098]	GO:0003852; GO:0009098
WP_011642531.1	Q0AS53	unreviewed	Q0AS53_MARMM	ABC transporter related protein	Mmar10_0591	Maricaulis maris (strain MCS10)	593	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	GO:0005524; GO:0016020; GO:0140359
WP_011642402.1	Q0ASI2	unreviewed	Q0ASI2_MARMM	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	Mmar10_0462	Maricaulis maris (strain MCS10)	571	glutathione hydrolase activity [GO:0036374]; hypoglycin A gamma-glutamyl transpeptidase activity [GO:0102953]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]; glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]	GO:0006750; GO:0006751; GO:0036374; GO:0102953; GO:0103068
WP_011642234.1	Q0AT00	unreviewed	Q0AT00_MARMM	OMP_b-brl domain-containing protein	Mmar10_0294	Maricaulis maris (strain MCS10)	223		
WP_011643830.1	Q0ANF2	unreviewed	Q0ANF2_MARMM	Short-chain dehydrogenase/reductase SDR	Mmar10_1893	Maricaulis maris (strain MCS10)	231		
WP_011643317.1	Q0APW7	unreviewed	Q0APW7_MARMM	DNA polymerase III subunit alpha (EC 2.7.7.7)	Mmar10_1378	Maricaulis maris (strain MCS10)	1147	cytoplasm [GO:0005737]; 3'-5' exonuclease activity [GO:0008408]; DNA-directed DNA polymerase activity [GO:0003887]; nucleic acid binding [GO:0003676]; DNA replication [GO:0006260]	GO:0003676; GO:0003887; GO:0005737; GO:0006260; GO:0008408
WP_011642836.1	Q0AR98	unreviewed	Q0AR98_MARMM	Cysteine desulfuration protein SufE	Mmar10_0896	Maricaulis maris (strain MCS10)	139		
WP_011643430.1	Q0APK4	unreviewed	Q0APK4_MARMM	Deoxyribodipyrimidine photo-lyase type I (EC 4.1.99.3)	Mmar10_1491	Maricaulis maris (strain MCS10)	499	deoxyribodipyrimidine photo-lyase activity [GO:0003904]; heterocyclic compound binding [GO:1901363]; organic cyclic compound binding [GO:0097159]; cellular response to stimulus [GO:0051716]; nucleobase-containing compound metabolic process [GO:0006139]; response to stress [GO:0006950]	GO:0003904; GO:0006139; GO:0006950; GO:0051716; GO:0097159; GO:1901363
WP_011644973.1	Q0AK64	reviewed	TRUB_MARMM	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB Mmar10_3048	Maricaulis maris (strain MCS10)	318	RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]	GO:0003723; GO:0031119; GO:0106029
WP_075190145.1	A0A1Q8FRK6	unreviewed	A0A1Q8FRK6_9PROT	SAM_MT_RSMB_NOP domain-containing protein	AWH62_06150	Maricaulis sp. W15	433	methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]; regulation of DNA-templated transcription [GO:0006355]; RNA methylation [GO:0001510]	GO:0001510; GO:0003723; GO:0006355; GO:0008168
WP_075191078.1	A0A1Q8FK62	unreviewed	A0A1Q8FK62_9PROT	SH3b domain-containing protein	AWH62_10965	Maricaulis sp. W15	200		
WP_011643286.1	Q0APZ8	unreviewed	Q0APZ8_MARMM	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA Mmar10_1347	Maricaulis maris (strain MCS10)	422	cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]	GO:0004015; GO:0005737; GO:0009102; GO:0030170
