gene_id,KO_id,KO_acc,GO_IDs,GO_terms
2607585154,2607585154,MBS9772186.1,GO:0044265;GO:0051603;GO:0004222;GO:0016020;GO:0006508;GO:0006807;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0019538;GO:0030163;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:0003824;GO:0004175;GO:0008233;GO:0008237;GO:0016787;GO:0140096;GO:0110165,"cellular macromolecule catabolic process;proteolysis involved in protein catabolic process;metalloendopeptidase activity;membrane;proteolysis;nitrogen compound metabolic process;metabolic process;catabolic process;macromolecule catabolic process;cellular process;protein metabolic process;protein catabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular macromolecule metabolic process;organic substance metabolic process;organonitrogen compound metabolic process;organonitrogen compound catabolic process;organic substance catabolic process;catalytic activity;endopeptidase activity;peptidase activity;metallopeptidase activity;hydrolase activity;catalytic activity, acting on a protein;cellular anatomical entity"
2607585156,2607585156,MBS9772184.1,GO:0006633;GO:0004315;GO:0006082;GO:0006629;GO:0006631;GO:0008152;GO:0008610;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901576;GO:0003824;GO:0016740;GO:0016746;GO:0016747,"fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;organic acid metabolic process;lipid metabolic process;fatty acid metabolic process;metabolic process;lipid biosynthetic process;biosynthetic process;cellular process;organic acid biosynthetic process;carboxylic acid metabolic process;monocarboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;small molecule metabolic process;small molecule biosynthetic process;carboxylic acid biosynthetic process;organic substance metabolic process;monocarboxylic acid biosynthetic process;organic substance biosynthetic process;catalytic activity;transferase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups"
2607585157,2607585157,MBS9772183.1,GO:0000413;GO:0003755,protein peptidyl-prolyl isomerization;peptidyl-prolyl cis-trans isomerase activity
2607585158,2607585158,Q118V7.1,GO:0015979;GO:0009522;GO:0031676;GO:0009579;GO:0016020,photosynthesis;photosystem I;plasma membrane-derived thylakoid membrane;thylakoid;membrane
2607585163,2607585163,MBS9772178.1,GO:0004848,ureidoglycolate hydrolase activity
2607585164,2607585164,MBS9772177.1,GO:0005975;GO:0016832;GO:0005622;GO:0110165,carbohydrate metabolic process;aldehyde-lyase activity;intracellular anatomical structure;cellular anatomical entity
2607585170,2607585170,MBS9772170.1,GO:0004540,ribonuclease activity
2607585173,2607585173,MBS9772167.1,GO:0005515,protein binding
2607585177,2607585177,MBS9772163.1,GO:0005515,protein binding
2607585178,2607585178,MBS9772162.1,GO:0005515,protein binding
2607585186,2607585186,MBS9770675.1,GO:0007165;GO:0044260;GO:0046777;GO:0000155;GO:0060089;GO:0005886;GO:0006468;GO:0006793;GO:0006796;GO:0006807;GO:0008152;GO:0009987;GO:0016310;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0071704;GO:1901564;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096;GO:0016020;GO:0031224;GO:0031226;GO:0071944;GO:0110165,"signal transduction;cellular macromolecule metabolic process;protein autophosphorylation;phosphorelay sensor kinase activity;molecular transducer activity;plasma membrane;protein phosphorylation;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;cellular process;phosphorylation;protein metabolic process;protein modification process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;organic substance metabolic process;organonitrogen compound metabolic process;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein;membrane;obsolete intrinsic component of membrane;obsolete intrinsic component of plasma membrane;cell periphery;cellular anatomical entity"
2607585193,2607585193,MBS9770677.1,GO:0006352;GO:0006355;GO:0003700,DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA-binding transcription factor activity
2607585196,2607585196,MBS9770679.1,GO:0005515;GO:0005622;GO:0110165,protein binding;intracellular anatomical structure;cellular anatomical entity
2607585200,2607585200,MBS9770683.1,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors"
2607585207,2607585207,MBS9770690.1,GO:0005515,protein binding
2607585208,2607585208,MBS9770691.1,GO:0005515,protein binding
2607585209,2607585209,NEQ39601.1,GO:0006508;GO:0004252,proteolysis;serine-type endopeptidase activity
2607585210,2607585210,NEQ39601.1,GO:0006508;GO:0004252,proteolysis;serine-type endopeptidase activity
2607585216,2607585216,MBS9770304.1,GO:0009055,electron transfer activity
2607585229,2607585229,MBS9770315.1,GO:0043531,ADP binding
2607585239,2607585239,MBS9770324.1,GO:0007154;GO:0016020,cell communication;membrane
2607585241,2607585241,MCL2927621.1,GO:0007154;GO:0016020,cell communication;membrane
2607585247,2607585247,MBS9770931.1,GO:0005515,protein binding
2607585250,2607585250,MBS9770928.1,GO:0009103;GO:0009312;GO:0016757;GO:0005829;GO:0000271;GO:0005975;GO:0005976;GO:0006629;GO:0008152;GO:0008610;GO:0009058;GO:0009059;GO:0009987;GO:0016051;GO:0033692;GO:0034637;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044260;GO:0044262;GO:0044264;GO:0071704;GO:1901135;GO:1901137;GO:1901576;GO:1903509;GO:0003824;GO:0016740;GO:0005622;GO:0005737;GO:0110165,lipopolysaccharide biosynthetic process;oligosaccharide biosynthetic process;glycosyltransferase activity;cytosol;polysaccharide biosynthetic process;carbohydrate metabolic process;polysaccharide metabolic process;lipid metabolic process;metabolic process;lipid biosynthetic process;biosynthetic process;macromolecule biosynthetic process;cellular process;carbohydrate biosynthetic process;cellular polysaccharide biosynthetic process;cellular carbohydrate biosynthetic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular carbohydrate metabolic process;cellular polysaccharide metabolic process;organic substance metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;organic substance biosynthetic process;liposaccharide metabolic process;catalytic activity;transferase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607585251,2607585251,MBS9770927.1,GO:0065003;GO:0009987;GO:0016043;GO:0022607;GO:0043933;GO:0044085;GO:0071840,protein-containing complex assembly;cellular process;cellular component organization;cellular component assembly;protein-containing complex organization;cellular component biogenesis;cellular component organization or biogenesis
2607585253,2607585253,MBS9770925.1,GO:0000160,phosphorelay signal transduction system
2607585255,2607585255,MCH2049820.1,GO:0000160;GO:0044260;GO:0046777;GO:0000155;GO:0060089;GO:0005886;GO:0006468;GO:0006793;GO:0006796;GO:0006807;GO:0007165;GO:0008152;GO:0009987;GO:0016310;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0071704;GO:1901564;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096;GO:0016020;GO:0031224;GO:0031226;GO:0071944;GO:0110165,"phosphorelay signal transduction system;cellular macromolecule metabolic process;protein autophosphorylation;phosphorelay sensor kinase activity;molecular transducer activity;plasma membrane;protein phosphorylation;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;signal transduction;metabolic process;cellular process;phosphorylation;protein metabolic process;protein modification process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;organic substance metabolic process;organonitrogen compound metabolic process;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein;membrane;obsolete intrinsic component of membrane;obsolete intrinsic component of plasma membrane;cell periphery;cellular anatomical entity"
2607585259,2607585259,MBS9768959.1,GO:0006468;GO:0004674;GO:0005515;GO:0005524;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096,"protein phosphorylation;protein serine/threonine kinase activity;protein binding;ATP binding;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein"
2607585267,2607585267,MBS9768967.1,GO:0006508;GO:0055085;GO:0005319;GO:0005524;GO:0008233;GO:0016887;GO:0140359;GO:0016020;GO:0006810;GO:0009987;GO:0051179;GO:0051234;GO:0003824;GO:0005215;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0022804;GO:0022857;GO:0140657,"proteolysis;transmembrane transport;lipid transporter activity;ATP binding;peptidase activity;ATP hydrolysis activity;ABC-type transporter activity;membrane;transport;cellular process;localization;establishment of localization;catalytic activity;transporter activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ribonucleoside triphosphate phosphatase activity;active transmembrane transporter activity;transmembrane transporter activity;ATP-dependent activity"
2607585271,2607585271,MBS9768972.1,GO:0006355,regulation of DNA-templated transcription
2607585273,2607585273,MBS9768974.1,GO:0009103;GO:0016757;GO:0000271;GO:0005975;GO:0005976;GO:0006629;GO:0008152;GO:0008610;GO:0009058;GO:0009059;GO:0009987;GO:0016051;GO:0033692;GO:0034637;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044260;GO:0044262;GO:0044264;GO:0071704;GO:1901135;GO:1901137;GO:1901576;GO:1903509;GO:0003824;GO:0016740,lipopolysaccharide biosynthetic process;glycosyltransferase activity;polysaccharide biosynthetic process;carbohydrate metabolic process;polysaccharide metabolic process;lipid metabolic process;metabolic process;lipid biosynthetic process;biosynthetic process;macromolecule biosynthetic process;cellular process;carbohydrate biosynthetic process;cellular polysaccharide biosynthetic process;cellular carbohydrate biosynthetic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular carbohydrate metabolic process;cellular polysaccharide metabolic process;organic substance metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;organic substance biosynthetic process;liposaccharide metabolic process;catalytic activity;transferase activity
2607585274,2607585274,MBS9768975.1,GO:0006355;GO:0003677,regulation of DNA-templated transcription;DNA binding
2607585275,2607585275,Q118J9.1,GO:0017004;GO:0020037;GO:0031676;GO:0005886;GO:0016020;GO:0071944;GO:0110165,cytochrome complex assembly;heme binding;plasma membrane-derived thylakoid membrane;plasma membrane;membrane;cell periphery;cellular anatomical entity
2607585278,2607585278,MBS9768979.1,GO:0004252;GO:0016020,serine-type endopeptidase activity;membrane
2607585280,2607585280,MCH2049609.1,GO:0043531,ADP binding
2607585285,2607585285,NEN92331.1,GO:0006310;GO:0032196;GO:0003677,DNA recombination;transposition;DNA binding
2607585300,2607585300,MCL2926620.1,GO:0007154;GO:0016020,cell communication;membrane
2607585301,2607585301,MBS9769390.1,GO:0009507;GO:0016020;GO:0005622;GO:0005737;GO:0009536;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,chloroplast;membrane;intracellular anatomical structure;cytoplasm;plastid;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity
2607585309,2607585309,MBS9769382.1,GO:0007154;GO:0016020,cell communication;membrane
2607585314,2607585314,NES67375.1,GO:0003824;GO:0051536;GO:0005829;GO:0005622;GO:0005737;GO:0110165,catalytic activity;iron-sulfur cluster binding;cytosol;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607585319,2607585319,MBS9769376.1,GO:0035435;GO:0005315;GO:0005524;GO:0016020;GO:0055085,phosphate ion transmembrane transport;inorganic phosphate transmembrane transporter activity;ATP binding;membrane;transmembrane transport
2607585320,2607585320,MBS9769375.1,GO:0000160;GO:0006355;GO:0000976;GO:0001216;GO:0060089;GO:0005829;GO:0032993;GO:0001067;GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0005488;GO:0043565;GO:0097159;GO:0140110;GO:1901363;GO:1990837;GO:0005622;GO:0005737;GO:0032991;GO:0110165,phosphorelay signal transduction system;regulation of DNA-templated transcription;transcription cis-regulatory region binding;DNA-binding transcription activator activity;molecular transducer activity;cytosol;protein-DNA complex;transcription regulatory region nucleic acid binding;nucleic acid binding;DNA binding;double-stranded DNA binding;DNA-binding transcription factor activity;binding;sequence-specific DNA binding;organic cyclic compound binding;transcription regulator activity;heterocyclic compound binding;sequence-specific double-stranded DNA binding;intracellular anatomical structure;cytoplasm;protein-containing complex;cellular anatomical entity
2607585324,2607585324,MBS9769371.1,GO:0005515,protein binding
2607585332,2607585332,MBS9769364.1,GO:0008168,methyltransferase activity
2607585335,2607585335,NET25264.1,GO:0008168;GO:0032259,methyltransferase activity;methylation
2607585338,2607585338,MBS9769360.1,GO:0006575;GO:0044271;GO:1901566;GO:0016491;GO:0005739;GO:0016020;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0034641;GO:0044237;GO:0044249;GO:0071704;GO:1901564;GO:1901576;GO:0005622;GO:0005737;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,cellular modified amino acid metabolic process;cellular nitrogen compound biosynthetic process;organonitrogen compound biosynthetic process;oxidoreductase activity;mitochondrion;membrane;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;cellular nitrogen compound metabolic process;cellular metabolic process;cellular biosynthetic process;organic substance metabolic process;organonitrogen compound metabolic process;organic substance biosynthetic process;intracellular anatomical structure;cytoplasm;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity
