id,gene_id,gene_name,KO
2641952154,K19221,cob(I)alamin adenosyltransferase [EC:2.5.1.17],K19221
2641952156,K23504,protein SERAC1,K23504
2641952157,K03969,phage shock protein A,K03969
2641952163,K06381,stage II sporulation protein D,K06381
2641952164,K06381,stage II sporulation protein D,K06381
2641952167,K04749,anti-sigma B factor antagonist,K04749
2641952168,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],K07315
2641952169,K04757,serine/threonine-protein kinase RsbW [EC:2.7.11.1],K04757
2641952174,K07496,putative transposase,K07496
2641952175,K01803,triosephosphate isomerase (TIM) [EC:5.3.1.1],K01803
2641952176,K01710,"dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",K01710
2641952207,K00652,8-amino-7-oxononanoate synthase [EC:2.3.1.47],K00652
2641952209,K01406,serralysin [EC:3.4.24.40],K01406
2641952211,K01406,serralysin [EC:3.4.24.40],K01406
2641952216,K07304,peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],K07304
2641952232,K07499,putative transposase,K07499
2641952238,K00588,caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],K00588
2641952240,K09691,lipopolysaccharide transport system ATP-binding protein,K09691
2641952241,K09690,lipopolysaccharide transport system permease protein,K09690
2641952243,K03551,holliday junction DNA helicase RuvB [EC:5.6.2.4],K03551
2641952252,K24419,methyltransferase-like protein 27 [EC:2.1.1.-],K24419
2641952256,K01303,acylaminoacyl-peptidase [EC:3.4.19.1],K01303
2641952263,K06888,uncharacterized protein,K06888
2641952264,K06888,uncharacterized protein,K06888
2641952266,K00852,ribokinase [EC:2.7.1.15],K00852
2641952268,K03218,23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185],K03218
2641952269,K11145,mini-ribonuclease III [EC:3.1.26.-],K11145
2641952283,K04749,anti-sigma B factor antagonist,K04749
2641952288,K04757,serine/threonine-protein kinase RsbW [EC:2.7.11.1],K04757
2641952290,K01297,muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13],K01297
2641952299,K08994,ion channel-forming bestrophin family protein,K08994
2641952306,K06883,uncharacterized protein,K06883
2641952315,K07492,putative transposase,K07492
2641952321,K14652,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]",K14652
2641952323,K04719,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]",K04719
2641952339,K01481,protein-arginine deiminase [EC:3.5.3.15],K01481
2641952343,K05946,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187],K05946
2641952350,K19694,"two-component system, sensor histidine kinase ChiS",K19694
2641952353,K02314,replicative DNA helicase [EC:5.6.2.3],K02314
2641952363,K03654,ATP-dependent DNA helicase RecQ [EC:5.6.2.4],K03654
2641952365,K00588,caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],K00588
2641952368,K00067,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],K00067
2641952371,K01768,adenylate cyclase [EC:4.6.1.1],K01768
2641952374,K22935,D-ribulokinase [EC:2.7.1.47],K22935
2641952379,K01495,GTP cyclohydrolase IA [EC:3.5.4.16],K01495
2641952380,K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],K01962
2641952382,K07263,zinc protease [EC:3.4.24.-],K07263
2641952387,K07090,uncharacterized protein,K07090
2641952388,K18106,D-galacturonate reductase [EC:1.1.1.-],K18106
2641952389,K00103,L-gulonolactone oxidase [EC:1.1.3.8],K00103
2641952403,K03529,chromosome segregation protein,K03529
2641952404,K05936,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],K05936
2641952405,K13292,phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145],K13292
2641952409,K10914,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",K10914
2641952411,K03832,periplasmic protein TonB,K03832
2641952413,K17686,P-type Cu+ transporter [EC:7.2.2.8],K17686
2641952415,K00943,dTMP kinase [EC:2.7.4.9],K00943
2641952417,K09763,uncharacterized protein,K09763
2641952418,K17892,ferredoxin-thioredoxin reductase catalytic chain [EC:1.8.7.2],K17892
2641952424,K07494,putative transposase,K07494
2641952426,K04068,anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4],K04068
2641952446,K07494,putative transposase,K07494
2641952447,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952450,K03969,phage shock protein A,K03969
2641952451,K01696,tryptophan synthase beta chain [EC:4.2.1.20],K01696
2641952455,K00765,ATP phosphoribosyltransferase [EC:2.4.2.17],K00765
2641952457,K01892,histidyl-tRNA synthetase [EC:6.1.1.21],K01892
2641952458,K15982,3-ketosteroid 9alpha-monooxygenase subunit A [EC:1.14.15.30],K15982
2641952470,K09121,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",K09121
2641952471,K07566,L-threonylcarbamoyladenylate synthase [EC:2.7.7.87],K07566
2641952475,K01768,adenylate cyclase [EC:4.6.1.1],K01768
2641952491,K12452,"CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]",K12452
2641952494,K00012,UDPglucose 6-dehydrogenase [EC:1.1.1.22],K00012
2641952502,K02474,UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-],K02474
2641952509,K02289,phycocyanobilin lyase subunit beta [EC:4.4.1.32],K02289
2641952510,K02288,phycocyanobilin lyase subunit alpha [EC:4.4.1.32],K02288
2641952511,K02284,phycocyanin alpha chain,K02284
2641952512,K02285,phycocyanin beta chain,K02285
2641952513,K05370,phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3],K05370
2641952514,K05369,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase [EC:1.3.7.2]",K05369
2641952519,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12],K00134
2641952521,K05584,NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2],K05584
2641952524,K07101,uncharacterized protein,K07101
2641952528,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952531,K09005,uncharacterized protein,K09005
2641952534,K22705,hopanoid C-2 methylase [EC:2.1.1.-],K22705
2641952538,K07496,putative transposase,K07496
2641952541,K03470,ribonuclease HII [EC:3.1.26.4],K03470
2641952550,K16915,nickel transport protein,K16915
2641952551,K02007,cobalt/nickel transport system permease protein,K02007
2641952552,K02008,cobalt/nickel transport system permease protein,K02008
2641952554,K10716,voltage-gated potassium channel,K10716
2641952565,K07492,putative transposase,K07492
2641952567,K01507,inorganic pyrophosphatase [EC:3.6.1.1],K01507
2641952583,K03595,GTPase,K03595
2641952585,K02034,peptide/nickel transport system permease protein,K02034
2641952601,K02712,photosystem II PsbK protein,K02712
2641952606,K02990,small subunit ribosomal protein S6,K02990
2641952609,K05928,tocopherol O-methyltransferase [EC:2.1.1.95],K05928
2641952610,K03498,trk/ktr system potassium uptake protein,K03498
2641952612,K03499,trk/ktr system potassium uptake protein,K03499
2641952617,K01406,serralysin [EC:3.4.24.40],K01406
2641952621,K06985,aspartyl protease family protein,K06985
2641952633,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952634,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952637,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952655,K03723,transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],K03723
2641952656,K06042,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],K06042
2641952657,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
2641952660,K02705,photosystem II CP43 chlorophyll apoprotein,K02705
2641952662,K03839,flavodoxin I,K03839
2641952668,K11752,diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],K11752
2641952673,K06997,PLP dependent protein,K06997
2641952674,K14518,PII interaction protein X,K14518
2641952675,K16785,energy-coupling factor transport system permease protein,K16785
2641952693,K01711,"GDPmannose 4,6-dehydratase [EC:4.2.1.47]",K01711
2641952697,K00013,histidinol dehydrogenase [EC:1.1.1.23],K00013
2641952698,K02968,small subunit ribosomal protein S20,K02968
2641952699,K03424,TatD DNase family protein [EC:3.1.21.-],K03424
2641952701,K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],K03043
2641952702,K03046,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],K03046
2641952703,K03046,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],K03046
2641952707,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952708,K23262,gas vesicle structural protein,K23262
2641952709,K07494,putative transposase,K07494
2641952713,K07492,putative transposase,K07492
2641952715,K03111,single-strand DNA-binding protein,K03111
2641952716,K03801,lipoyl(octanoyl) transferase [EC:2.3.1.181],K03801
2641952717,K05808,putative sigma-54 modulation protein,K05808
2641952718,K03564,thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],K03564
2641952721,K00383,glutathione reductase (NADPH) [EC:1.8.1.7],K00383
2641952730,K02434,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7],K02434
2641952732,K06883,uncharacterized protein,K06883
2641952743,K19147,5-methylcytosine-specific restriction enzyme subunit McrC,K19147
2641952744,K07452,5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-],K07452
2641952747,K01870,isoleucyl-tRNA synthetase [EC:6.1.1.5],K01870
2641952749,K05377,phycoerythrin beta chain,K05377
2641952750,K07495,putative transposase,K07495
2641952764,K01990,ABC-2 type transport system ATP-binding protein,K01990
2641952773,K02291,15-cis-phytoene synthase [EC:2.5.1.32],K02291
2641952774,K02293,15-cis-phytoene desaturase [EC:1.3.5.5],K02293
2641952775,K04043,molecular chaperone DnaK,K04043
2641952776,K05516,curved DNA-binding protein,K05516
2641952777,K00463,"indoleamine 2,3-dioxygenase [EC:1.13.11.52]",K00463
2641952782,K01814,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16],K01814
2641952784,K01147,exoribonuclease II [EC:3.1.13.1],K01147
2641952785,K02963,small subunit ribosomal protein S18,K02963
2641952786,K02913,large subunit ribosomal protein L33,K02913
2641952797,K02234,cobalamin biosynthesis protein CobW,K02234
2641952798,K03192,urease accessory protein,K03192
2641952803,K06901,adenine/guanine/hypoxanthine permease,K06901
2641952804,K01469,5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9],K01469
2641952805,K00872,homoserine kinase [EC:2.7.1.39],K00872
2641952807,K05581,NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2],K05581
2641952808,K05582,NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2],K05582
2641952809,K05574,NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2],K05574
2641952812,K02707,photosystem II cytochrome b559 subunit alpha,K02707
2641952813,K02708,photosystem II cytochrome b559 subunit beta,K02708
2641952814,K02713,photosystem II PsbL protein,K02713
2641952815,K02711,photosystem II PsbJ protein,K02711
2641952835,K07494,putative transposase,K07494
2641952845,K23262,gas vesicle structural protein,K23262
2641952846,K23262,gas vesicle structural protein,K23262
2641952851,K04096,DNA processing protein,K04096
2641952856,K04485,DNA repair protein RadA/Sms,K04485
2641952857,K11329,"two-component system, OmpR family, response regulator RpaB",K11329
2641952864,K02492,glutamyl-tRNA reductase [EC:1.2.1.70],K02492
2641952868,K11527,"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]",K11527
2641952872,K09118,uncharacterized protein,K09118
2641952880,K02520,translation initiation factor IF-3,K02520
2641952881,K03301,"ATP:ADP antiporter, AAA family",K03301
2641952890,K18640,plasmid segregation protein ParM,K18640
2641952903,K01406,serralysin [EC:3.4.24.40],K01406
2641952913,K05573,NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2],K05573
2641952921,K01972,DNA ligase (NAD+) [EC:6.5.1.2],K01972
2641952923,K01406,serralysin [EC:3.4.24.40],K01406
2641952924,K03177,tRNA pseudouridine55 synthase [EC:5.4.99.25],K03177
2641952927,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952929,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641952932,K06872,uncharacterized protein,K06872
2641952935,K02519,translation initiation factor IF-2,K02519
2641952936,K07742,uncharacterized protein,K07742
2641952937,K02600,transcription termination/antitermination protein NusA,K02600
2641952938,K02600,transcription termination/antitermination protein NusA,K02600
2641952939,K09748,ribosome maturation factor RimP,K09748
2641952940,K00988,sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53],K00988
2641952941,K00218,protochlorophyllide reductase [EC:1.3.1.33],K00218
2641952953,K18911,L-histidine Nalpha-methyltransferase [EC:2.1.1.44],K18911
2641952955,K00928,aspartate kinase [EC:2.7.2.4],K00928
2641952964,K07029,diacylglycerol kinase (ATP) [EC:2.7.1.107],K07029
2641952965,K10026,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],K10026
2641952968,K07496,putative transposase,K07496
2641952971,K09772,cell division inhibitor SepF,K09772
2641952972,K00286,pyrroline-5-carboxylate reductase [EC:1.5.1.2],K00286
2641952973,K15257,tRNA (mo5U34)-methyltransferase [EC:2.1.1.-],K15257
2641952979,K03856,3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],K03856
2641952980,K25656,cryptochrome,K25656
2641952982,K02639,ferredoxin,K02639
2641952985,K02860,16S rRNA processing protein RimM,K02860
2641952988,K02092,allophycocyanin alpha subunit,K02092
2641952989,K02093,allophycocyanin beta subunit,K02093
2641952990,K02094,phycobilisome core linker protein,K02094
2641952992,K03555,DNA mismatch repair protein MutS,K03555
2641952998,K00948,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],K00948
2641952999,K00948,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],K00948
2641953005,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],K00549
2641953016,K01406,serralysin [EC:3.4.24.40],K01406
2641953024,K03839,flavodoxin I,K03839
2641953027,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
2641953031,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
2641953040,K01874,methionyl-tRNA synthetase [EC:6.1.1.10],K01874
2641953045,K09834,tocopherol cyclase [EC:5.5.1.24],K09834
2641953047,K02636,cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6],K02636
2641953048,K02634,apocytochrome f,K02634
2641953052,K07124,uncharacterized protein,K07124
2641953060,K09818,manganese/iron transport system substrate-binding protein,K09818
2641953061,K09820,manganese/iron transport system ATP-binding protein,K09820
2641953063,K02010,iron(III) transport system ATP-binding protein [EC:7.2.2.7],K02010
2641953064,K02011,iron(III) transport system permease protein,K02011
2641953066,K03403,magnesium chelatase subunit H [EC:6.6.1.1],K03403
2641953067,K20534,polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-],K20534
2641953072,K12686,outer membrane lipase/esterase,K12686
2641953074,K07494,putative transposase,K07494
2641953078,K25587,glutathione-S-conjugate glycine hydrolase [EC:3.4.17.25],K25587
2641953080,K00239,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1],K00239
2641953083,K00012,UDPglucose 6-dehydrogenase [EC:1.1.1.22],K00012
2641953084,K08678,UDP-glucuronate decarboxylase [EC:4.1.1.35],K08678
2641953089,K03580,ATP-dependent helicase HepA [EC:5.6.2.-],K03580
2641953090,K07445,putative DNA methylase,K07445
2641953091,K07445,putative DNA methylase,K07445
2641953094,K06922,uncharacterized protein,K06922
2641953099,K03787,5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],K03787
2641953101,K02276,cytochrome c oxidase subunit III [EC:7.1.1.9],K02276
2641953102,K02274,cytochrome c oxidase subunit I [EC:7.1.1.9],K02274
2641953124,K01749,hydroxymethylbilane synthase [EC:2.5.1.61],K01749
2641953128,K08906,cytochrome c6,K08906
2641953131,K01495,GTP cyclohydrolase IA [EC:3.5.4.16],K01495
2641953136,K00240,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1],K00240
2641953137,K01207,beta-N-acetylhexosaminidase [EC:3.2.1.52],K01207
2641953144,K07494,putative transposase,K07494
2641953153,K01214,isoamylase [EC:3.2.1.68],K01214
2641953155,K02231,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],K02231
2641953156,K22844,glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356],K22844
2641953164,K01883,cysteinyl-tRNA synthetase [EC:6.1.1.16],K01883
2641953167,K11443,"two-component system, cell cycle response regulator DivK",K11443
2641953168,K01768,adenylate cyclase [EC:4.6.1.1],K01768
2641953178,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",K03455
2641953179,K11206,deaminated glutathione amidase [EC:3.5.1.128],K11206
2641953180,K02697,photosystem I subunit IX,K02697
2641953181,K02694,photosystem I subunit III,K02694
2641953182,K25706,tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234],K25706
2641953187,K22450,aralkylamine N-acetyltransferase [EC:2.3.1.87],K22450
2641953190,K02493,release factor glutamine methyltransferase [EC:2.1.1.297],K02493
2641953191,K07566,L-threonylcarbamoyladenylate synthase [EC:2.7.7.87],K07566
2641953194,K01620,threonine aldolase [EC:4.1.2.48],K01620
2641953202,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641953222,K12244,[Skp1-protein]-hydroxyproline N-acetylglucosaminyltransferase [EC:2.4.1.229],K12244
2641953223,K19169,DNA sulfur modification protein DndB,K19169
2641953224,K19170,DNA sulfur modification protein DndC,K19170
2641953225,K01956,carbamoyl-phosphate synthase small subunit [EC:6.3.5.5],K01956
2641953226,K06985,aspartyl protease family protein,K06985
2641953227,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],K00766
2641953244,K06042,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],K06042
2641953252,K07335,basic membrane protein A and related proteins,K07335
2641953253,K23537,general nucleoside transport system ATP-binding protein,K23537
2641953257,K07450,putative resolvase,K07450
2641953270,K02641,ferredoxin--NADP+ reductase [EC:1.18.1.2],K02641
2641953272,K00855,phosphoribulokinase [EC:2.7.1.19],K00855
2641953289,K03307,"solute:Na+ symporter, SSS family",K03307
2641953298,K14266,tryptophan 7-halogenase [EC:1.14.19.9],K14266
2641953318,K12573,ribonuclease R [EC:3.1.13.1],K12573
2641953321,K08992,lipopolysaccharide assembly protein A,K08992
2641953322,K00891,shikimate kinase [EC:2.7.1.71],K00891
2641953324,K23976,L-aspartate semialdehyde sulfurtransferase ferredoxin,K23976
2641953336,K06133,4'-phosphopantetheinyl transferase [EC:2.7.8.-],K06133
2641953339,K05566,multicomponent Na+:H+ antiporter subunit B,K05566
2641953341,K07242,putative multicomponent Na+:H+ antiporter subunit B,K07242
2641953347,K07098,uncharacterized protein,K07098
2641953349,K04720,threonine-phosphate decarboxylase [EC:4.1.1.81],K04720
2641953350,K03530,DNA-binding protein HU-beta,K03530
2641953366,K00927,phosphoglycerate kinase [EC:2.7.2.3],K00927
2641953367,K00873,pyruvate kinase [EC:2.7.1.40],K00873
2641953368,K07393,glutathionyl-hydroquinone reductase [EC:1.8.5.7],K07393
2641953369,K07027,glycosyltransferase 2 family protein,K07027
2641953370,K14340,mannosyltransferase [EC:2.4.1.-],K14340
2641953373,K14340,mannosyltransferase [EC:2.4.1.-],K14340
2641953376,K02437,glycine cleavage system H protein,K02437
2641953387,K01241,AMP nucleosidase [EC:3.2.2.4],K01241
2641953388,K07461,putative endonuclease,K07461
2641953389,K01714,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],K01714
2641953395,K03070,preprotein translocase subunit SecA [EC:7.4.2.8],K03070
2641953398,K05371,phycocyanobilin:ferredoxin oxidoreductase [EC:1.3.7.5],K05371
2641953400,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
2641953402,K02044,phosphonate transport system substrate-binding protein,K02044
2641953406,K01928,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",K01928
2641953410,K02018,molybdate transport system permease protein,K02018
2641953413,K02020,molybdate transport system substrate-binding protein,K02020
2641953415,K02639,ferredoxin,K02639
2641953418,K02595,nitrogenase-stabilizing/protective protein,K02595
2641953420,K02596,nitrogen fixation protein NifX,K02596
2641953421,K02592,nitrogenase molybdenum-iron protein NifN,K02592
2641953423,K02591,nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],K02591
2641953424,K02586,nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],K02586
2641953425,K02588,nitrogenase iron protein NifH,K02588
2641953426,K13819,NifU-like protein,K13819
2641953427,K04487,cysteine desulfurase [EC:2.8.1.7],K04487
2641953428,K02585,nitrogen fixation protein NifB,K02585
2641953429,K00640,serine O-acetyltransferase [EC:2.3.1.30],K00640
2641953433,K02597,nitrogen fixation protein NifZ,K02597
2641953434,K02593,nitrogen fixation protein NifT,K02593
2641953437,K04079,molecular chaperone HtpG,K04079
2641953438,K02902,large subunit ribosomal protein L28,K02902
2641953440,K13658,"beta-1,4-mannosyltransferase [EC:2.4.1.251]",K13658
2641953442,K22844,glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356],K22844
2641953450,K08084,type IV fimbrial biogenesis protein FimT,K08084
2641953451,K03979,GTPase [EC:3.6.5.-],K03979
2641953456,K02001,glycine betaine/proline transport system permease protein,K02001
2641953457,K02000,glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9],K02000
2641953459,K05381,phycoerythrin-associated linker protein,K05381
2641953460,K05382,phycoerythrin-associated linker protein,K05382
2641953461,K05380,phycoerythrin-associated linker protein,K05380
2641953462,K05378,phycoerythrin-associated linker protein,K05378
2641953489,K07058,membrane protein,K07058
2641953492,K01733,threonine synthase [EC:4.2.3.1],K01733
2641953494,K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],K10255
2641953496,K03496,chromosome partitioning protein,K03496
2641953500,K21001,polysaccharide biosynthesis protein PslH,K21001
2641953516,K03832,periplasmic protein TonB,K03832
2641953520,K03559,biopolymer transport protein ExbD,K03559
2641953521,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641953524,K02716,photosystem II oxygen-evolving enhancer protein 1,K02716
2641953525,K01406,serralysin [EC:3.4.24.40],K01406
2641953528,K03924,MoxR-like ATPase [EC:3.6.3.-],K03924
2641953529,K03924,MoxR-like ATPase [EC:3.6.3.-],K03924
2641953533,K01443,N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25],K01443
2641953534,K03427,type I restriction enzyme M protein [EC:2.1.1.72],K03427
2641953535,K01154,"type I restriction enzyme, S subunit [EC:3.1.21.3]",K01154
2641953543,K01061,carboxymethylenebutenolidase [EC:3.1.1.45],K01061
2641953549,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641953566,K03643,LPS-assembly lipoprotein,K03643
2641953580,K17247,methionine sulfoxide reductase heme-binding subunit,K17247
2641953581,K11163,dehydrogenase/reductase SDR family member 1 [EC:1.1.-.-],K11163
2641953584,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],K00820
2641953602,K01867,tryptophanyl-tRNA synthetase [EC:6.1.1.2],K01867
2641953604,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],K00820
2641953609,K04773,protease IV [EC:3.4.21.-],K04773
2641953624,K01838,beta-phosphoglucomutase [EC:5.4.2.6],K01838
2641953629,K01297,muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13],K01297
2641953653,K00979,3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38],K00979
2641953667,K07126,uncharacterized protein,K07126
2641953671,K07317,adenine-specific DNA-methyltransferase [EC:2.1.1.72],K07317
2641953672,K00558,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],K00558
2641953675,K03572,DNA mismatch repair protein MutL,K03572
2641953698,K00790,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],K00790
2641953707,K02030,polar amino acid transport system substrate-binding protein,K02030
2641953712,K02316,DNA primase [EC:2.7.7.101],K02316
2641953737,K06888,uncharacterized protein,K06888
2641953748,K07253,phenylpyruvate tautomerase [EC:5.3.2.1],K07253
2641953755,K01448,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],K01448
2641953767,K18979,epoxyqueuosine reductase [EC:1.17.99.6],K18979
2641953768,K03186,flavin prenyltransferase [EC:2.5.1.129],K03186
2641953779,K01823,isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2],K01823
2641953810,K14742,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,K14742
2641953815,K25151,gliding motility-associated transport system permease protein,K25151
2641953816,K25152,gliding motility-associated transport system ATP-binding protein,K25152
2641953818,K08903,photosystem II 13kDa protein,K08903
2641953819,K03638,molybdopterin adenylyltransferase [EC:2.7.7.75],K03638
2641953820,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],K03797
2641953823,K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],K01953
2641953838,K06142,outer membrane protein,K06142
2641953847,K01624,"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",K01624
2641953867,K07029,diacylglycerol kinase (ATP) [EC:2.7.1.107],K07029
2641953869,K06147,"ATP-binding cassette, subfamily B, bacterial",K06147
2641953875,K02343,DNA polymerase III subunit gamma/tau [EC:2.7.7.7],K02343
2641953880,K01595,phosphoenolpyruvate carboxylase [EC:4.1.1.31],K01595
2641953899,K00936,"two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]",K00936
2641953900,K02065,phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein,K02065
2641953901,K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,K02066
2641953905,K07192,flotillin,K07192
2641953906,K09979,uncharacterized protein,K09979
2641953926,K03101,signal peptidase II [EC:3.4.23.36],K03101
2641953927,K06204,DnaK suppressor protein,K06204
2641953931,K07461,putative endonuclease,K07461
2641953940,K06024,segregation and condensation protein B,K06024
2641953949,K13990,glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4],K13990
2641953950,K01500,methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9],K01500
2641953952,K03550,holliday junction DNA helicase RuvA [EC:5.6.2.4],K03550
2641953953,K03550,holliday junction DNA helicase RuvA [EC:5.6.2.4],K03550
2641953992,K03496,chromosome partitioning protein,K03496
2641954000,K01876,aspartyl-tRNA synthetase [EC:6.1.1.12],K01876
2641954010,K04079,molecular chaperone HtpG,K04079
2641954019,K07112,uncharacterized protein,K07112
2641954037,K09792,uncharacterized protein,K09792
2641954046,K00057,glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],K00057
2641954052,K00969,nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18],K00969
2641954053,K03824,putative acetyltransferase [EC:2.3.1.-],K03824
2641954064,K03584,DNA repair protein RecO (recombination protein O),K03584
2641954073,K01776,glutamate racemase [EC:5.1.1.3],K01776
2641954074,K06142,outer membrane protein,K06142
2641954091,K06213,magnesium transporter,K06213
